Package,LibPath,Version,Priority,Built
manipulate,/Users/jenny/resources/R/library,1.0.1,NA,3.4.0
mapdata,/Users/jenny/resources/R/library,2.2-6,NA,3.4.0
mapproj,/Users/jenny/resources/R/library,1.2-5,NA,3.4.0
maps,/Users/jenny/resources/R/library,3.2.0,NA,3.4.0
maptools,/Users/jenny/resources/R/library,0.9-2,NA,3.4.0
markdown,/Users/jenny/resources/R/library,0.8,NA,3.4.0
matrixcalc,/Users/jenny/resources/R/library,1.0-3,NA,3.4.0
MatrixModels,/Users/jenny/resources/R/library,0.4-1,NA,3.4.0
matrixStats,/Users/jenny/resources/R/library,0.53.0,NA,3.4.3
maxLik,/Users/jenny/resources/R/library,1.3-4,NA,3.4.0
maxlike,/Users/jenny/resources/R/library,0.1-7,NA,3.4.0
MBESS,/Users/jenny/resources/R/library,4.4.3,NA,3.4.3
mclust,/Users/jenny/resources/R/library,5.4,NA,3.4.3
memisc,/Users/jenny/resources/R/library,0.99.14.9,NA,3.4.3
memoise,/Users/jenny/resources/R/library,1.1.0,NA,3.4.2
MEMSS,/Users/jenny/resources/R/library,0.9-2,NA,3.4.0
mets,/Users/jenny/resources/R/library,1.2.2,NA,3.4.0
mi,/Users/jenny/resources/R/library,1.0,NA,3.4.0
mice,/Users/jenny/resources/R/library,2.46.0,NA,3.4.2
microbenchmark,/Users/jenny/resources/R/library,1.4-4,NA,3.4.3
microdemic,/Users/jenny/resources/R/library,0.2.0,NA,3.4.3
mime,/Users/jenny/resources/R/library,0.5,NA,3.4.0
miniCRAN,/Users/jenny/resources/R/library,0.2.11,NA,3.4.3
miniUI,/Users/jenny/resources/R/library,0.1.1,NA,3.4.0
minqa,/Users/jenny/resources/R/library,1.2.4,NA,3.4.0
misc3d,/Users/jenny/resources/R/library,0.8-4,NA,3.4.0
miscTools,/Users/jenny/resources/R/library,0.6-22,NA,3.4.0
mitools,/Users/jenny/resources/R/library,2.3,NA,3.4.0
mix,/Users/jenny/resources/R/library,1.0-10,NA,3.4.0
mixtools,/Users/jenny/resources/R/library,1.1.0,NA,3.4.0
mlbench,/Users/jenny/resources/R/library,2.1-1,NA,3.4.0
mlmRev,/Users/jenny/resources/R/library,1.0-6,NA,3.4.0
mlogit,/Users/jenny/resources/R/library,0.2-4,NA,3.4.0
mnormt,/Users/jenny/resources/R/library,1.5-5,NA,3.4.0
mockery,/Users/jenny/resources/R/library,0.4.1,NA,3.4.2
ModelMetrics,/Users/jenny/resources/R/library,1.1.0,NA,3.4.0
modelr,/Users/jenny/resources/R/library,0.1.1,NA,3.4.1
modeltools,/Users/jenny/resources/R/library,0.2-21,NA,3.4.0
mondate,/Users/jenny/resources/R/library,0.10.01.02,NA,3.4.0
MonetDB.R,/Users/jenny/resources/R/library,1.0.1,NA,3.4.0
MPV,/Users/jenny/resources/R/library,1.38,NA,3.4.0
mratios,/Users/jenny/resources/R/library,1.3.17,NA,3.4.0
mstate,/Users/jenny/resources/R/library,0.2.10,NA,3.4.0
muhaz,/Users/jenny/resources/R/library,1.2.6,NA,3.4.0
multcomp,/Users/jenny/resources/R/library,1.4-8,NA,3.4.2
multicool,/Users/jenny/resources/R/library,0.1-10,NA,3.4.0
MuMIn,/Users/jenny/resources/R/library,1.40.0,NA,3.4.2
munsell,/Users/jenny/resources/R/library,0.4.3,NA,3.4.0
mvinfluence,/Users/jenny/resources/R/library,0.8,NA,3.4.0
mvtnorm,/Users/jenny/resources/R/library,1.0-7,NA,3.4.3
ncdf4,/Users/jenny/resources/R/library,1.16,NA,3.4.0
NCmisc,/Users/jenny/resources/R/library,1.1.5,NA,3.4.0
ndtv,/Users/jenny/resources/R/library,0.10.0,NA,3.4.0
network,/Users/jenny/resources/R/library,1.13.0,NA,3.4.0
networkDynamic,/Users/jenny/resources/R/library,0.9.0,NA,3.4.0
networksis,/Users/jenny/resources/R/library,2.1-3,NA,3.4.0
nleqslv,/Users/jenny/resources/R/library,3.3.1,NA,3.4.1
nloptr,/Users/jenny/resources/R/library,1.0.4,NA,3.4.0
NLP,/Users/jenny/resources/R/library,0.1-11,NA,3.4.1
NMF,/Users/jenny/resources/R/library,0.20.6,NA,3.4.0
nor1mix,/Users/jenny/resources/R/library,1.2-3,NA,3.4.1
nortest,/Users/jenny/resources/R/library,1.0-4,NA,3.4.0
np,/Users/jenny/resources/R/library,0.60-6,NA,3.4.3
numDeriv,/Users/jenny/resources/R/library,2016.8-1,NA,3.4.0
nws,/Users/jenny/resources/R/library,1.7.0.1,NA,3.4.0
nycflights13,/Users/jenny/resources/R/library,0.2.2,NA,3.4.0
OAIHarvester,/Users/jenny/resources/R/library,0.3-0,NA,3.4.1
OceanView,/Users/jenny/resources/R/library,1.0.4,NA,3.4.0
openair,/Users/jenny/resources/R/library,2.1-5,NA,3.4.1
openNLP,/Users/jenny/resources/R/library,0.2-6,NA,3.4.0
openNLPdata,/Users/jenny/resources/R/library,1.5.3-4,NA,3.4.2
openssl,/Users/jenny/resources/R/library,0.9.9,NA,3.4.2
openxlsx,/Users/jenny/resources/R/library,4.0.17,NA,3.4.0
optextras,/Users/jenny/resources/R/library,2016-8.8,NA,3.4.0
optimx,/Users/jenny/resources/R/library,2013.8.7,NA,3.4.0
optionally,/Users/jenny/resources/R/library,0.0.0.9000,NA,3.4.1
optor,/Users/jenny/resources/R/library,0.0.0.9000,NA,3.4.1
ordinal,/Users/jenny/resources/R/library,2015.6-28,NA,3.4.0
orientlib,/Users/jenny/resources/R/library,0.10.3,NA,3.4.0
oz,/Users/jenny/resources/R/library,1.0-21,NA,3.4.0
packagedocs,/Users/jenny/resources/R/library,0.4.0,NA,3.4.0
packrat,/Users/jenny/resources/R/library,0.4.8-1,NA,3.4.0
pander,/Users/jenny/resources/R/library,0.6.1,NA,3.4.1
parsedate,/Users/jenny/resources/R/library,1.1.3,NA,3.4.0
party,/Users/jenny/resources/R/library,1.2-4,NA,3.4.3
pathological,/Users/jenny/resources/R/library,0.1-2,NA,3.4.0
pbivnorm,/Users/jenny/resources/R/library,0.6.0,NA,3.4.0
pbkrtest,/Users/jenny/resources/R/library,0.4-7,NA,3.4.0
PBSmapping,/Users/jenny/resources/R/library,2.70.4,NA,3.4.1
pcaPP,/Users/jenny/resources/R/library,1.9-73,NA,3.4.3
pdftools,/Users/jenny/resources/R/library,1.5,NA,3.4.2
penalized,/Users/jenny/resources/R/library,0.9-50,NA,3.4.0
PerformanceAnalytics,/Users/jenny/resources/R/library,1.4.3541,NA,3.4.0
permute,/Users/jenny/resources/R/library,0.9-4,NA,3.4.0
pillar,/Users/jenny/resources/R/library,1.1.0,NA,3.4.3
pingr,/Users/jenny/resources/R/library,1.1.2,NA,3.4.0
pipeR,/Users/jenny/resources/R/library,0.6.1.3,NA,3.4.0
pixmap,/Users/jenny/resources/R/library,0.4-11,NA,3.4.0
pkgbuild,/Users/jenny/resources/R/library,0.0.0.9000,NA,3.4.3
pkgconfig,/Users/jenny/resources/R/library,2.0.1,NA,3.4.0
pkgdepends,/Users/jenny/resources/R/library,0.0.0.9000,NA,3.4.2
pkgdown,/Users/jenny/resources/R/library,0.1.0.9000,NA,3.4.1
pkgKitten,/Users/jenny/resources/R/library,0.1.4,NA,3.4.0
pkgload,/Users/jenny/resources/R/library,0.0.0.9000,NA,3.4.3
pkgmaker,/Users/jenny/resources/R/library,0.22,NA,3.4.0
PKI,/Users/jenny/resources/R/library,0.1-5.1,NA,3.4.1
PKPDmodels,/Users/jenny/resources/R/library,0.3.2,NA,3.4.0
plm,/Users/jenny/resources/R/library,1.6-6,NA,3.4.2
plogr,/Users/jenny/resources/R/library,0.1-1,NA,3.4.0
plot3D,/Users/jenny/resources/R/library,1.1.1,NA,3.4.1
plot3Drgl,/Users/jenny/resources/R/library,1.0.1,NA,3.4.0
plotly,/Users/jenny/resources/R/library,4.7.1,NA,3.4.1
plotrix,/Users/jenny/resources/R/library,3.7,NA,3.4.3
pls,/Users/jenny/resources/R/library,2.6-0,NA,3.4.0
plyr,/Users/jenny/resources/R/library,1.8.4,NA,3.4.0
png,/Users/jenny/resources/R/library,0.1-7,NA,3.4.0
poLCA,/Users/jenny/resources/R/library,1.4.1,NA,3.4.0
polspline,/Users/jenny/resources/R/library,1.1.12,NA,3.4.0
polyclip,/Users/jenny/resources/R/library,1.6-1,NA,3.4.0
polycor,/Users/jenny/resources/R/library,0.7-9,NA,3.4.0
prabclus,/Users/jenny/resources/R/library,2.2-6,NA,3.4.0
praise,/Users/jenny/resources/R/library,1.0.0,NA,3.4.1
prettyunits,/Users/jenny/resources/R/library,1.0.2,NA,3.4.0
processx,/Users/jenny/resources/R/library,3.0.3,NA,3.4.3
prodlim,/Users/jenny/resources/R/library,1.6.1,NA,3.4.0
profdpm,/Users/jenny/resources/R/library,3.3,NA,3.4.0
proftools,/Users/jenny/resources/R/library,0.99-2,NA,3.4.0
profvis,/Users/jenny/resources/R/library,0.3.4,NA,3.4.3
progress,/Users/jenny/resources/R/library,1.1.2.9000,NA,3.4.2
proj4,/Users/jenny/resources/R/library,1.0-8,NA,3.4.0
prospectr,/Users/jenny/resources/R/library,0.1.3,NA,3.4.0
proto,/Users/jenny/resources/R/library,1.0.0,NA,3.4.0
proxy,/Users/jenny/resources/R/library,0.4-21,NA,3.4.3
pryr,/Users/jenny/resources/R/library,0.1.3,NA,3.4.2
pscl,/Users/jenny/resources/R/library,1.5.2,NA,3.4.2
psych,/Users/jenny/resources/R/library,1.7.8,NA,3.4.3
purrr,/Users/jenny/resources/R/library,0.2.4,NA,3.4.2
pvclust,/Users/jenny/resources/R/library,2.0-0,NA,3.4.0
qap,/Users/jenny/resources/R/library,0.1-1,NA,3.4.0
qdapDictionaries,/Users/jenny/resources/R/library,1.0.6,NA,3.4.0
qdapRegex,/Users/jenny/resources/R/library,0.7.2,NA,3.4.0
qdapTools,/Users/jenny/resources/R/library,1.3.3,NA,3.4.1
quadprog,/Users/jenny/resources/R/library,1.5-5,NA,3.4.0
quanteda,/Users/jenny/resources/R/library,0.99.9,NA,3.4.2
quantmod,/Users/jenny/resources/R/library,0.4-12,NA,3.4.3
quantreg,/Users/jenny/resources/R/library,5.34,NA,3.4.2
qvcalc,/Users/jenny/resources/R/library,0.9-1,NA,3.4.2
R.cache,/Users/jenny/resources/R/library,0.13.0,NA,3.4.3
R.devices,/Users/jenny/resources/R/library,2.15.1,NA,3.4.0
R.methodsS3,/Users/jenny/resources/R/library,1.7.1,NA,3.4.0
R.oo,/Users/jenny/resources/R/library,1.21.0,NA,3.4.0
R.rsp,/Users/jenny/resources/R/library,0.42.0,NA,3.4.3
R.utils,/Users/jenny/resources/R/library,2.6.0,NA,3.4.2
R2Cuba,/Users/jenny/resources/R/library,1.1-0,NA,3.4.0
R2HTML,/Users/jenny/resources/R/library,2.3.2,NA,3.4.0
R2jags,/Users/jenny/resources/R/library,0.5-7,NA,3.4.0
R2OpenBUGS,/Users/jenny/resources/R/library,3.2-3.2,NA,3.4.0
R2WinBUGS,/Users/jenny/resources/R/library,2.1-21,NA,3.4.0
R6,/Users/jenny/resources/R/library,2.2.2,NA,3.4.0
RandomFields,/Users/jenny/resources/R/library,3.1.50,NA,3.4.0
RandomFieldsUtils,/Users/jenny/resources/R/library,0.3.25,NA,3.4.0
randomForest,/Users/jenny/resources/R/library,4.6-12,NA,3.4.0
RANN,/Users/jenny/resources/R/library,2.5.1,NA,3.4.0
rappdirs,/Users/jenny/resources/R/library,0.3.1,NA,3.4.0
raster,/Users/jenny/resources/R/library,2.6-7,NA,3.4.2
rasterVis,/Users/jenny/resources/R/library,0.43,NA,3.4.3
rbenchmark,/Users/jenny/resources/R/library,1.0.0,NA,3.4.0
Rcgmin,/Users/jenny/resources/R/library,2013-2.21,NA,3.4.0
rChoiceDialogs,/Users/jenny/resources/R/library,1.0.6,NA,3.4.0
rcmdcheck,/Users/jenny/resources/R/library,1.2.1.9005,NA,3.4.2
Rcmdr,/Users/jenny/resources/R/library,2.4-1,NA,3.4.2
RcmdrMisc,/Users/jenny/resources/R/library,1.0-7,NA,3.4.3
RColorBrewer,/Users/jenny/resources/R/library,1.1-2,NA,3.4.0
Rcpp,/Users/jenny/resources/R/library,0.12.15,NA,3.4.3
RcppArmadillo,/Users/jenny/resources/R/library,0.8.300.1.0,NA,3.4.3
RcppEigen,/Users/jenny/resources/R/library,0.3.3.3.1,NA,3.4.3
RcppParallel,/Users/jenny/resources/R/library,4.3.20,NA,3.4.0
RcppRoll,/Users/jenny/resources/R/library,0.2.2,NA,3.4.0
rcrossref,/Users/jenny/resources/R/library,0.8.0,NA,3.4.3
Rcsdp,/Users/jenny/resources/R/library,0.1.55,NA,3.4.0
RCurl,/Users/jenny/resources/R/library,1.95-4.10,NA,3.4.3
Rd2roxygen,/Users/jenny/resources/R/library,1.6.2,NA,3.4.0
rdrop2,/Users/jenny/resources/R/library,0.8.1,NA,3.4.2
readbitmap,/Users/jenny/resources/R/library,0.1-4,NA,3.4.0
reader,/Users/jenny/resources/R/library,1.0.6,NA,3.4.0
readODS,/Users/jenny/resources/R/library,1.6.4,NA,3.4.0
readOffice,/Users/jenny/resources/R/library,0.2.2,NA,3.4.0
readr,/Users/jenny/resources/R/library,1.1.1.9000,NA,3.4.2
readstata13,/Users/jenny/resources/R/library,0.9.0,NA,3.4.0
readxl,/Users/jenny/resources/R/library,1.0.0.9000,NA,3.4.1
rebird,/Users/jenny/resources/R/library,0.4.0,NA,3.4.0
recipes,/Users/jenny/resources/R/library,0.1.2,NA,3.4.3
registry,/Users/jenny/resources/R/library,0.5,NA,3.4.3
relevent,/Users/jenny/resources/R/library,1.0-4,NA,3.4.0
relimp,/Users/jenny/resources/R/library,1.0-5,NA,3.4.0
rem,/Users/jenny/resources/R/library,1.2.8,NA,3.4.1
rematch,/Users/jenny/resources/R/library,1.0.1,NA,3.4.0
rematch2,/Users/jenny/resources/R/library,2.0.1,NA,3.4.1
remotes,/Users/jenny/resources/R/library,1.1.1,NA,3.4.2
rentrez,/Users/jenny/resources/R/library,1.1.0,NA,3.4.0
reports,/Users/jenny/resources/R/library,0.1.4,NA,3.4.0
repr,/Users/jenny/resources/R/library,0.12.0,NA,3.4.0
reprex,/Users/jenny/resources/R/library,0.1.1.9000,NA,3.4.3
repurrrsive,/Users/jenny/resources/R/library,0.1.0,NA,3.4.1
reshape,/Users/jenny/resources/R/library,0.8.7,NA,3.4.1
reshape2,/Users/jenny/resources/R/library,1.4.3,NA,3.4.3
reticulate,/Users/jenny/resources/R/library,1.4,NA,3.4.3
revdepcheck,/Users/jenny/resources/R/library,1.0.0.9000,NA,3.4.2
rex,/Users/jenny/resources/R/library,1.1.2,NA,3.4.2
rfigshare,/Users/jenny/resources/R/library,0.3.7,NA,3.4.0
rgdal,/Users/jenny/resources/R/library,1.2-16,NA,3.4.3
rgeos,/Users/jenny/resources/R/library,0.3-26,NA,3.4.2
rgexf,/Users/jenny/resources/R/library,0.15.3,NA,3.4.0
rgl,/Users/jenny/resources/R/library,0.99.9,NA,3.4.3
rglwidget,/Users/jenny/resources/R/library,0.2.1,NA,3.4.0
RgoogleMaps,/Users/jenny/resources/R/library,1.4.1,NA,3.4.0
RGraphics,/Users/jenny/resources/R/library,2.0-14,NA,3.4.0
rhub,/Users/jenny/resources/R/library,1.0.2,NA,3.4.2
rio,/Users/jenny/resources/R/library,0.5.5,NA,3.4.0
rjags,/Users/jenny/resources/R/library,4-6,NA,3.4.0
rJava,/Users/jenny/resources/R/library,0.9-9,NA,3.4.2
rjson,/Users/jenny/resources/R/library,0.2.15,NA,3.4.0
RJSONIO,/Users/jenny/resources/R/library,1.3-0,NA,3.4.0
rlang,/Users/jenny/resources/R/library,0.1.6.9003,NA,3.4.3
rlecuyer,/Users/jenny/resources/R/library,0.3-4,NA,3.4.0
rlist,/Users/jenny/resources/R/library,0.4.6.1,NA,3.4.0
rmarkdown,/Users/jenny/resources/R/library,1.8,NA,3.4.2
rmdshower,/Users/jenny/resources/R/library,2.0.0,NA,3.4.0
Rmpfr,/Users/jenny/resources/R/library,0.7-0,NA,3.4.3
rms,/Users/jenny/resources/R/library,5.1-2,NA,3.4.3
RMySQL,/Users/jenny/resources/R/library,0.10.13,NA,3.4.1
rngtools,/Users/jenny/resources/R/library,1.2.4,NA,3.4.0
robust,/Users/jenny/resources/R/library,0.4-18,NA,3.4.0
robustbase,/Users/jenny/resources/R/library,0.92-7,NA,3.4.0
ROCR,/Users/jenny/resources/R/library,1.0-7,NA,3.4.0
Rook,/Users/jenny/resources/R/library,1.1-1,NA,3.4.0
roxygen2,/Users/jenny/resources/R/library,6.0.1.9000,NA,3.4.3
roxygen2md,/Users/jenny/resources/R/library,0.0-3,NA,3.4.1
rpanel,/Users/jenny/resources/R/library,1.1-3,NA,3.4.0
rpf,/Users/jenny/resources/R/library,0.56,NA,3.4.3
rplos,/Users/jenny/resources/R/library,0.8.0,NA,3.4.2
RPostgreSQL,/Users/jenny/resources/R/library,0.6-2,NA,3.4.1
rprintf,/Users/jenny/resources/R/library,0.2.1,NA,3.4.0
rprojroot,/Users/jenny/resources/R/library,1.3-2,NA,3.4.2
RPushbullet,/Users/jenny/resources/R/library,0.3.1,NA,3.4.0
rrcov,/Users/jenny/resources/R/library,1.4-3,NA,3.4.0
rredis,/Users/jenny/resources/R/library,1.7.0,NA,3.4.0
RSclient,/Users/jenny/resources/R/library,0.7-3,NA,3.4.0
rsconnect,/Users/jenny/resources/R/library,0.8.5,NA,3.4.1
Rserve,/Users/jenny/resources/R/library,1.7-3,NA,3.4.0
RSiena,/Users/jenny/resources/R/library,1.2-3,NA,3.4.1
Rsolnp,/Users/jenny/resources/R/library,1.16,NA,3.4.0
RSpectra,/Users/jenny/resources/R/library,0.12-0,NA,3.4.0
RSQLite,/Users/jenny/resources/R/library,2.0,NA,3.4.1
rstan,/Users/jenny/resources/R/library,2.17.3,NA,3.4.3
rstantools,/Users/jenny/resources/R/library,1.4.0,NA,3.4.3
rstudioapi,/Users/jenny/resources/R/library,0.7.0-9000,NA,3.4.2
rsvg,/Users/jenny/resources/R/library,1.1,NA,3.4.0
rticles,/Users/jenny/resources/R/library,0.4.1,NA,3.4.1
Rttf2pt1,/Users/jenny/resources/R/library,1.3.5,NA,3.4.3
rtweet,/Users/jenny/resources/R/library,0.6.0,NA,3.4.2
rugarch,/Users/jenny/resources/R/library,1.3-8,NA,3.4.2
RUnit,/Users/jenny/resources/R/library,0.4.31,NA,3.4.0
rvcheck,/Users/jenny/resources/R/library,0.0.9,NA,3.4.1
rversions,/Users/jenny/resources/R/library,1.0.3,NA,3.4.0
rvest,/Users/jenny/resources/R/library,0.3.2,NA,3.4.0
Rvmmin,/Users/jenny/resources/R/library,2017-7.18,NA,3.4.1
sampleSelection,/Users/jenny/resources/R/library,1.2-0,NA,3.4.3
sandwich,/Users/jenny/resources/R/library,2.4-0,NA,3.4.1
scagnostics,/Users/jenny/resources/R/library,0.2-4,NA,3.4.0
scales,/Users/jenny/resources/R/library,0.5.0,NA,3.4.1
scatterplot3d,/Users/jenny/resources/R/library,0.3-40,NA,3.4.0
SchemaOnRead,/Users/jenny/resources/R/library,1.0.2,NA,3.4.0
schoolmath,/Users/jenny/resources/R/library,0.4,NA,3.4.0
scrypt,/Users/jenny/resources/R/library,0.1.1,NA,3.4.0
segmented,/Users/jenny/resources/R/library,0.5-3.0,NA,3.4.3
SEL,/Users/jenny/resources/R/library,1.0-2,NA,3.4.0
selectr,/Users/jenny/resources/R/library,0.3-1,NA,3.4.0
sem,/Users/jenny/resources/R/library,3.1-9,NA,3.4.0
semTools,/Users/jenny/resources/R/library,0.4-14,NA,3.4.0
sendmailR,/Users/jenny/resources/R/library,1.2-1,NA,3.4.0
seriation,/Users/jenny/resources/R/library,1.2-2,NA,3.4.0
servr,/Users/jenny/resources/R/library,0.8,NA,3.4.2
sessioninfo,/Users/jenny/resources/R/library,1.0.1.9000,NA,3.4.1
setRNG,/Users/jenny/resources/R/library,2013.9-1,NA,3.4.0
sfsmisc,/Users/jenny/resources/R/library,1.1-1,NA,3.4.0
shape,/Users/jenny/resources/R/library,1.4.3,NA,3.4.1
shiny,/Users/jenny/resources/R/library,1.0.5,NA,3.4.1
shinyAce,/Users/jenny/resources/R/library,0.2.1,NA,3.4.0
shinyjs,/Users/jenny/resources/R/library,1.0,NA,3.4.3
shinystan,/Users/jenny/resources/R/library,2.4.0,NA,3.4.1
shinythemes,/Users/jenny/resources/R/library,1.1.1,NA,3.4.0
showtext,/Users/jenny/resources/R/library,0.5-1,NA,3.4.3
showtextdb,/Users/jenny/resources/R/library,2.0,NA,3.4.1
SimComp,/Users/jenny/resources/R/library,3.2,NA,3.4.1
simputation,/Users/jenny/resources/R/library,0.2.2,NA,3.4.0
SkewHyperbolic,/Users/jenny/resources/R/library,0.3-2,NA,3.4.0
slackr,/Users/jenny/resources/R/library,1.4.2,NA,3.4.0
slam,/Users/jenny/resources/R/library,0.1-42,NA,3.4.3
Sleuth2,/Users/jenny/resources/R/library,2.0-4,NA,3.4.0
sm,/Users/jenny/resources/R/library,2.2-5.4,NA,3.4.0
sna,/Users/jenny/resources/R/library,2.4,NA,3.4.0
snow,/Users/jenny/resources/R/library,0.4-2,NA,3.4.0
SnowballC,/Users/jenny/resources/R/library,0.5.1,NA,3.4.0
sodium,/Users/jenny/resources/R/library,1.1,NA,3.4.0
soiltexture,/Users/jenny/resources/R/library,1.4.1,NA,3.4.0
solr,/Users/jenny/resources/R/library,0.1.6,NA,3.4.0
solrium,/Users/jenny/resources/R/library,1.0.0,NA,3.4.2
som,/Users/jenny/resources/R/library,0.3-5.1,NA,3.4.0
sourcetools,/Users/jenny/resources/R/library,0.1.6,NA,3.4.0
sp,/Users/jenny/resources/R/library,1.2-7,NA,3.4.3
spacetime,/Users/jenny/resources/R/library,1.2-1,NA,3.4.2
spacyr,/Users/jenny/resources/R/library,0.9.3,NA,3.4.2
spam,/Users/jenny/resources/R/library,2.1-2,NA,3.4.3
SparseM,/Users/jenny/resources/R/library,1.77,NA,3.4.0
spatstat,/Users/jenny/resources/R/library,1.54-0,NA,3.4.3
spatstat.data,/Users/jenny/resources/R/library,1.2-0,NA,3.4.3
spatstat.utils,/Users/jenny/resources/R/library,1.8-0,NA,3.4.3
spd,/Users/jenny/resources/R/library,2.0-1,NA,3.4.0
spData,/Users/jenny/resources/R/library,0.2.6.9,NA,3.4.3
spdep,/Users/jenny/resources/R/library,0.7-4,NA,3.4.3
spectrolab,/Users/jenny/resources/R/library,0.0.4,NA,3.4.3
speedglm,/Users/jenny/resources/R/library,0.3-2,NA,3.4.0
spelling,/Users/jenny/resources/R/library,1.1,NA,3.4.3
splancs,/Users/jenny/resources/R/library,2.01-40,NA,3.4.0
SQUAREM,/Users/jenny/resources/R/library,2017.10-1,NA,3.4.2
stabledist,/Users/jenny/resources/R/library,0.7-1,NA,3.4.0
StanHeaders,/Users/jenny/resources/R/library,2.17.2,NA,3.4.3
statmod,/Users/jenny/resources/R/library,1.4.30,NA,3.4.0
statnet,/Users/jenny/resources/R/library,2016.9,NA,3.4.0
statnet.common,/Users/jenny/resources/R/library,4.0.0,NA,3.4.1
stm,/Users/jenny/resources/R/library,1.3.0,NA,3.4.1
stopwords,/Users/jenny/resources/R/library,0.9.0,NA,3.4.3
storr,/Users/jenny/resources/R/library,1.1.3,NA,3.4.3
stringdist,/Users/jenny/resources/R/library,0.9.4.6,NA,3.4.1
stringi,/Users/jenny/resources/R/library,1.1.6,NA,3.4.2
stringr,/Users/jenny/resources/R/library,1.2.0.9000,NA,3.4.1
strucchange,/Users/jenny/resources/R/library,1.5-1,NA,3.4.0
styler,/Users/jenny/resources/R/library,1.0.0,NA,3.4.3
survey,/Users/jenny/resources/R/library,3.33,NA,3.4.3
svglite,/Users/jenny/resources/R/library,1.2.1,NA,3.4.1
svUnit,/Users/jenny/resources/R/library,0.7-12,NA,3.4.0
symbols,/Users/jenny/resources/R/library,1.1,NA,3.4.0
sysfonts,/Users/jenny/resources/R/library,0.7.2,NA,3.4.3
systemfit,/Users/jenny/resources/R/library,1.1-20,NA,3.4.0
tables,/Users/jenny/resources/R/library,0.8.3,NA,3.4.2
tcltk2,/Users/jenny/resources/R/library,1.2-11,NA,3.4.0
TeachingDemos,/Users/jenny/resources/R/library,2.10,NA,3.4.0
tensor,/Users/jenny/resources/R/library,1.5,NA,3.4.0
tergm,/Users/jenny/resources/R/library,3.4.1,NA,3.4.1
testit,/Users/jenny/resources/R/library,0.7,NA,3.4.0
testthat,/Users/jenny/resources/R/library,2.0.0,NA,3.4.3
texreg,/Users/jenny/resources/R/library,1.36.23,NA,3.4.0
TH.data,/Users/jenny/resources/R/library,1.0-8,NA,3.4.0
threejs,/Users/jenny/resources/R/library,0.3.1,NA,3.4.1
tibble,/Users/jenny/resources/R/library,1.4.2,NA,3.4.2
tidyr,/Users/jenny/resources/R/library,0.7.2,NA,3.4.2
tidyselect,/Users/jenny/resources/R/library,0.2.3,NA,3.4.2
tidytemplate,/Users/jenny/resources/R/library,0.0.0.9000,NA,3.4.3
tidytext,/Users/jenny/resources/R/library,0.1.6,NA,3.4.3
tidyverse,/Users/jenny/resources/R/library,1.2.1,NA,3.4.2
tiff,/Users/jenny/resources/R/library,0.1-5,NA,3.4.0
tikzDevice,/Users/jenny/resources/R/library,0.10-1,NA,3.4.0
timeDate,/Users/jenny/resources/R/library,3042.101,NA,3.4.2
timereg,/Users/jenny/resources/R/library,1.9.1,NA,3.4.0
timeSeries,/Users/jenny/resources/R/library,3042.102,NA,3.4.2
tis,/Users/jenny/resources/R/library,1.34,NA,3.4.3
tkrplot,/Users/jenny/resources/R/library,0.0-23,NA,3.4.0
tm,/Users/jenny/resources/R/library,0.7-3,NA,3.4.3
tnam,/Users/jenny/resources/R/library,1.6.5,NA,3.4.0
tnet,/Users/jenny/resources/R/library,3.0.14,NA,3.4.0
tokenizers,/Users/jenny/resources/R/library,0.1.4,NA,3.4.0
toOrdinal,/Users/jenny/resources/R/library,1.0-0.0,NA,3.4.1
topicmodels,/Users/jenny/resources/R/library,0.2-7,NA,3.4.2
triebeard,/Users/jenny/resources/R/library,0.3.0,NA,3.4.0
trimcluster,/Users/jenny/resources/R/library,0.1-2,NA,3.4.0
tripack,/Users/jenny/resources/R/library,1.3-8,NA,3.4.0
truncdist,/Users/jenny/resources/R/library,1.0-2,NA,3.4.0
truncnorm,/Users/jenny/resources/R/library,1.0-7,NA,3.4.0
truncreg,/Users/jenny/resources/R/library,0.2-4,NA,3.4.0
trust,/Users/jenny/resources/R/library,0.1-7,NA,3.4.0
TSA,/Users/jenny/resources/R/library,1.01,NA,3.4.0
tseries,/Users/jenny/resources/R/library,0.10-42,NA,3.4.1
tsna,/Users/jenny/resources/R/library,0.2.0,NA,3.4.0
TSP,/Users/jenny/resources/R/library,1.1-5,NA,3.4.0
TTR,/Users/jenny/resources/R/library,0.23-3,NA,3.4.3
tufte,/Users/jenny/resources/R/library,0.3,NA,3.4.3
tweedie,/Users/jenny/resources/R/library,2.3.2,NA,3.4.3
tweenr,/Users/jenny/resources/R/library,0.1.5,NA,3.4.0
twitteR,/Users/jenny/resources/R/library,1.1.9,NA,3.4.0
ucminf,/Users/jenny/resources/R/library,1.1-4,NA,3.4.0
udunits2,/Users/jenny/resources/R/library,0.13,NA,3.4.0
uniReg,/Users/jenny/resources/R/library,1.1,NA,3.4.0
units,/Users/jenny/resources/R/library,0.5-1,NA,3.4.3
unmarked,/Users/jenny/resources/R/library,0.12-2,NA,3.4.0
urca,/Users/jenny/resources/R/library,1.3-0,NA,3.4.0
urltools,/Users/jenny/resources/R/library,1.7.0,NA,3.4.3
usethis,/Users/jenny/resources/R/library,1.2.0,NA,3.4.3
